S. No,Plot No.*,Katha No,PID No,Rate Per Sqft,PLC Per Sqft,Plot Type*,Plot Size*,Plot Area*(Sq.m),Plot area *(Sq.Ft),Phase*,Stage*,Unit Dimension*(m),North Dimension*(m),South Dimension*(m),East Dimension*(m),West Dimension*(m),North Schedule Dimension*,South Schedule Dimension*,East Schedule Dimension*,West Schedule Dimension*,Status,Release Status,Mortgage Type
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,.,,,,,,,,,,,,,,,,,,,,,
